fullVisitorId,channelGrouping,weekend_prop,hour,sessionId,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,totals.hits,totals.pageviews,bounce_prop,trafficSource.medium
11012202755429691,Direct,0.0,3.0,1,Chrome,desktop,0.0,Chrome OS,26.0,13.0,0.0,(none)
11018661240317813,Referral,0.0,19.0,5,Chrome,desktop,0.0,Macintosh,14.0,8.0,0.0,referral
11223364686614335,Organic Search,0.0,15.0,1,Chrome,desktop,0.0,Windows,29.0,22.0,0.0,organic
12559495913113852,Organic Search,0.0,2.0,1,Edge,desktop,0.0,Windows,14.0,12.0,0.0,organic
12561433643490595,Paid Search,0.0,3.0,3,Chrome,desktop,0.0,Chrome OS,37.0,30.0,0.0,cpc
13296981549010416,Organic Search,0.0,1.0,1,Chrome,desktop,0.0,Windows,26.0,21.0,0.0,organic
13937734216012052,Referral,0.0,13.0,4,Chrome,desktop,0.0,Macintosh,24.0,18.5,0.0,referral
14253006455543633,Organic Search,0.5,20.5,2,Chrome,desktop,0.0,Windows,11.5,11.0,0.0,organic
14262055593378383,Referral,0.125,12.0,8,Chrome,desktop,0.0,Macintosh,10.5,9.5,0.25,referral
15618322761092379,Referral,1.0,2.0,1,Chrome,desktop,0.0,Windows,92.0,64.0,0.0,referral
15950283479889703,Organic Search,0.25,12.0,4,Chrome,mobile,1.0,Android,7.5,6.0,0.5,organic
16474246784013973,Social,0.0,19.0,1,Chrome,desktop,0.0,Macintosh,16.0,15.0,0.0,referral
16600374334482677,Referral,0.0,21.0,3,Chrome,desktop,0.0,Macintosh,39.0,26.0,0.0,referral
16925875208939543,Referral,0.0,14.0,6,Chrome,desktop,0.0,Macintosh,8.5,7.0,0.16666666666666666,referral
18248151443924739,Organic Search,1.0,12.0,1,Chrome,desktop,0.0,Macintosh,26.0,22.0,0.0,organic
18386080117189534,Organic Search,0.0,2.0,2,Safari,mobile,1.0,iOS,12.0,10.5,0.0,organic
18400544049332170,Organic Search,0.0,5.0,1,Chrome,desktop,0.0,Macintosh,25.0,23.0,0.0,organic
19772767330770548,Organic Search,0.0,21.0,2,Chrome,desktop,0.0,Macintosh,33.5,25.5,0.0,organic
19814677684676098,Referral,0.0,10.5,8,Chrome,desktop,0.0,Macintosh,6.0,4.5,0.25,referral
20153652546549774,Referral,0.0,14.0,3,Chrome,desktop,0.0,Macintosh,35.0,25.0,0.0,referral
20342483972052451,Referral,0.5,7.0,2,Chrome,desktop,0.0,Macintosh,74.5,55.5,0.0,referral
20502892485275044,Referral,0.6666666666666666,16.0,3,Chrome,desktop,0.0,Macintosh,10.0,8.0,0.3333333333333333,referral
20712449954637118,Referral,0.0,9.5,2,Chrome,desktop,0.0,Macintosh,35.0,24.0,0.0,referral
20772809165725592,Direct,0.0,4.0,3,Chrome,desktop,0.0,Macintosh,6.0,6.0,0.0,(none)
20941213751022444,Organic Search,1.0,19.0,3,Internet Explorer,desktop,0.0,Windows,13.0,11.0,0.3333333333333333,organic
21724590578150399,Organic Search,0.0,18.0,1,Chrome,desktop,0.0,Macintosh,27.0,21.0,0.0,organic
21939395292136520,Paid Search,0.0,2.0,1,Chrome,desktop,0.0,Macintosh,107.0,82.0,0.0,cpc
22078954710203778,Referral,0.0,19.0,1,Chrome,desktop,0.0,Macintosh,82.0,64.0,0.0,referral
24164219255036061,Organic Search,0.16666666666666666,21.5,6,Chrome,desktop,0.0,Windows,17.0,13.5,0.0,organic
24304007537579808,Referral,0.0,11.5,2,Chrome,desktop,0.0,Macintosh,20.0,17.5,0.0,referral
24314485741511650,Referral,0.5,14.0,4,Chrome,desktop,0.0,Macintosh,11.0,8.5,0.0,referral
24507252193437459,Direct,0.0,13.0,3,Chrome,desktop,0.0,Macintosh,23.0,16.0,0.0,(none)
24725579067754075,Referral,0.0,17.0,1,Chrome,desktop,0.0,Chrome OS,71.0,56.0,0.0,referral
24932550342595467,Paid Search,0.5,15.5,2,Chrome,desktop,0.0,Windows,26.5,21.5,0.0,cpc
25383618704224288,Organic Search,0.0,19.0,2,Chrome,desktop,0.0,Windows,14.0,10.5,0.0,organic
25733439009029964,Organic Search,0.0,13.5,2,Chrome,desktop,0.0,Macintosh,9.5,8.5,0.0,organic
26203741366904270,Organic Search,0.0,17.0,5,Chrome,desktop,0.0,Macintosh,16.0,10.0,0.0,organic
26286046518884836,Social,0.0,15.0,3,Safari,desktop,0.0,Macintosh,1.0,1.0,0.6666666666666666,referral
26329820781202527,Referral,0.0,20.0,2,Chrome,desktop,0.0,Chrome OS,20.0,15.0,0.0,referral
26401348536755877,Referral,0.0,12.0,9,Chrome,desktop,0.0,Macintosh,6.0,4.0,0.0,referral
27729301290398668,Direct,0.0,4.0,2,Chrome,desktop,0.0,Macintosh,16.5,13.0,0.5,(none)
27819532062608348,Organic Search,0.0,16.0,5,Chrome,desktop,0.0,Windows,19.0,15.0,0.2,organic
28714765282885780,Referral,0.0,19.0,7,Chrome,desktop,0.0,Macintosh,6.0,6.0,0.0,referral
28920166996312450,Referral,0.08333333333333333,18.0,12,Chrome,desktop,0.0,Macintosh,1.0,1.0,0.75,referral
28984301129433960,Organic Search,0.0,18.0,1,Chrome,desktop,0.0,Linux,15.0,12.0,0.0,organic
29131400687020410,Referral,0.0,17.5,4,Chrome,desktop,0.0,Macintosh,16.0,12.0,0.25,referral
29534875378731789,Direct,0.5,14.0,2,Chrome,desktop,0.0,Macintosh,72.0,46.5,0.0,(none)
29617802319560280,Social,0.0,20.0,1,Chrome,desktop,0.0,Windows,54.0,40.0,0.0,referral
30596413607230095,Direct,0.1111111111111111,18.0,9,Chrome,desktop,0.0,Macintosh,4.0,4.0,0.1111111111111111,(none)
30600107416389173,Referral,0.0,8.0,2,Chrome,desktop,0.0,Linux,11.0,9.5,0.0,referral
31037404193448771,Organic Search,0.0,20.0,3,Chrome,desktop,0.0,Macintosh,29.0,19.0,0.0,organic
31607904142435840,Referral,0.0,18.0,4,Chrome,desktop,0.0,Windows,14.0,13.0,0.0,referral
31812050678769251,Direct,0.0,19.0,1,Safari,mobile,1.0,iOS,19.0,15.0,0.0,(none)
32080452871669006,Direct,0.0,22.0,2,Chrome,desktop,0.0,Macintosh,26.5,21.0,0.0,(none)
32285388804234573,Direct,0.0,15.0,1,Chrome,desktop,0.0,Windows,28.0,26.0,0.0,(none)
32288790526152703,Direct,0.0,16.0,1,Chrome,desktop,0.0,Chrome OS,9.0,8.0,0.0,(none)
32417370717978320,Referral,0.0,14.0,3,Chrome,desktop,0.0,Windows,21.0,19.0,0.0,referral
32604353961096725,Organic Search,0.0,18.5,2,Internet Explorer,desktop,0.0,Windows,17.0,14.5,0.0,organic
32658239211545930,Direct,0.0,9.0,2,Chrome,mobile,1.0,Android,10.0,10.0,0.5,(none)
32664267931257576,Organic Search,0.0,15.5,4,Firefox,desktop,0.0,Windows,7.5,6.0,0.0,organic
32685444859747984,Direct,0.0,18.0,3,Chrome,desktop,0.0,Chrome OS,9.0,9.0,0.0,(none)
33024620802809684,Referral,0.0,5.0,5,Chrome,desktop,0.0,Macintosh,36.0,20.0,0.0,referral
34988778973749269,Organic Search,0.0,18.0,7,Chrome,desktop,0.0,Macintosh,5.0,5.0,0.0,organic
35322769016923863,Referral,0.0,20.0,1,Chrome,desktop,0.0,Windows,116.0,90.0,0.0,referral
35660671109530802,Referral,0.5,10.5,2,Chrome,desktop,0.0,Macintosh,21.0,15.0,0.0,referral
36131108463384213,Organic Search,0.0,18.0,1,Chrome,desktop,0.0,Linux,23.0,18.0,0.0,organic
36194035121102485,Direct,0.0,19.5,2,Chrome,desktop,0.0,Windows,10.5,9.5,0.5,(none)
36266427154622625,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,28.0,23.0,0.0,referral
36417634769000138,Organic Search,0.0,16.0,4,Chrome,desktop,0.0,Macintosh,22.0,18.0,0.0,organic
36419370338727902,Referral,0.0,23.0,1,Chrome,desktop,0.0,Macintosh,41.0,34.0,0.0,referral
36515130282846944,Organic Search,0.0,17.5,2,Firefox,desktop,0.0,Windows,35.5,31.5,0.5,organic
36617629525523089,Referral,1.0,23.0,3,Chrome,desktop,0.0,Macintosh,12.0,12.0,0.0,referral
36703532725992752,Referral,0.25,2.0,4,Chrome,desktop,0.0,Macintosh,11.5,8.0,0.0,referral
36810350983196519,Referral,0.16666666666666666,16.0,6,Chrome,desktop,0.0,Macintosh,9.0,7.5,0.0,referral
37220895437756047,Referral,0.0,15.5,4,Chrome,desktop,0.0,Macintosh,9.0,8.5,0.25,referral
37518757923116572,Referral,0.3333333333333333,15.0,3,Chrome,desktop,0.0,Chrome OS,14.0,9.0,0.0,referral
37806222406366969,Organic Search,0.0,19.0,1,Chrome,desktop,0.0,Windows,23.0,21.0,0.0,organic
38111265827681261,Direct,0.0,20.0,2,Chrome,desktop,0.0,Windows,42.0,32.0,0.0,(none)
38208004954801781,Organic Search,1.0,0.0,1,Chrome,desktop,0.0,Macintosh,15.0,12.0,0.0,organic
38212114833888799,Paid Search,0.0,8.5,2,Chrome,desktop,0.0,Macintosh,8.5,8.0,0.0,cpc
39194810552478835,Direct,0.5,16.0,2,Chrome,desktop,0.0,Macintosh,11.0,10.5,0.0,(none)
39355803762628039,Referral,1.0,6.5,2,Chrome,desktop,0.0,Macintosh,20.5,17.0,0.0,referral
39400440658825933,Referral,0.25,18.5,4,Chrome,desktop,0.0,Macintosh,7.0,6.0,0.25,referral
39541267107154262,Organic Search,0.3333333333333333,22.0,3,Chrome,desktop,0.0,Chrome OS,29.0,22.0,0.0,organic
39844092206555576,Direct,0.0,19.0,2,Chrome,desktop,0.0,Windows,20.5,16.0,0.0,(none)
40332680018799680,Referral,0.0,14.0,1,Chrome,desktop,0.0,Chrome OS,88.0,65.0,0.0,referral
40361081244991496,Direct,0.0,17.0,5,Chrome,desktop,0.0,Macintosh,14.0,14.0,0.2,(none)
41938820295489339,Paid Search,0.0,15.0,7,Chrome,desktop,0.0,Macintosh,5.0,5.0,0.0,cpc
41955139058139143,Referral,0.6666666666666666,17.0,9,Chrome,desktop,0.0,Macintosh,8.0,8.0,0.0,referral
42057117403474149,Referral,0.0,19.0,1,Chrome,desktop,0.0,Linux,21.0,17.0,0.0,referral
42122995088591617,Paid Search,0.0,6.0,1,Chrome,desktop,0.0,Macintosh,38.0,30.0,0.0,cpc
42147785799333528,Referral,0.0,0.0,1,Chrome,desktop,0.0,Macintosh,57.0,34.0,0.0,referral
42744959300558986,Referral,0.0,18.5,6,Chrome,desktop,0.0,Macintosh,15.5,12.5,0.0,referral
42872006688710090,Direct,0.0,16.0,1,Chrome,desktop,0.0,Windows,25.0,20.0,0.0,(none)
43584487743669327,Referral,0.0,20.5,4,Chrome,desktop,0.0,Macintosh,28.0,18.5,0.0,referral
43770390702768717,Direct,0.0,16.0,2,Chrome,desktop,0.0,Macintosh,17.5,14.0,0.0,(none)
43984908262145271,Referral,0.0,15.5,2,Chrome,desktop,0.0,Linux,9.0,7.5,0.0,referral
44206379216818403,Referral,0.0,21.0,1,Chrome,desktop,0.0,Linux,49.0,41.0,0.0,referral
44860406295705915,Referral,0.3333333333333333,3.0,3,Chrome,desktop,0.0,Macintosh,16.0,14.0,0.0,referral
44869357011346837,Organic Search,1.0,15.0,1,Chrome,desktop,0.0,Macintosh,33.0,29.0,0.0,organic
45204488424585972,Direct,0.0,18.0,2,Chrome,desktop,0.0,Windows,5.5,4.5,0.5,(none)
45411762601202035,Organic Search,0.0,21.0,2,Firefox,desktop,0.0,Windows,13.5,11.5,0.5,organic
45695832453548364,Referral,0.0,8.5,4,Chrome,desktop,0.0,Macintosh,17.0,13.0,0.0,referral
47078955120420928,Referral,0.0,22.0,1,Chrome,desktop,0.0,Macintosh,28.0,21.0,0.0,referral
47096740790346861,Organic Search,0.5,19.0,2,Chrome,desktop,0.0,Windows,45.0,35.0,0.0,organic
47471876951764213,Paid Search,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,18.0,16.0,0.0,cpc
47507722101025881,Organic Search,0.0,0.0,1,Chrome,desktop,0.0,Windows,24.0,20.0,0.0,organic
47509547902079820,Direct,0.0,19.0,4,Chrome,desktop,0.0,Macintosh,25.5,21.0,0.0,(none)
47511660497565285,Paid Search,0.0,0.0,1,Opera,desktop,0.0,Windows,123.0,93.0,0.0,cpc
47868538532140235,Direct,0.0,9.0,9,Chrome,desktop,0.0,Windows,6.0,6.0,0.0,(none)
48002411086393228,Referral,1.0,17.0,1,Chrome,desktop,0.0,Macintosh,28.0,21.0,0.0,referral
48315652365779540,Referral,0.5,2.0,4,Chrome,desktop,0.0,Macintosh,14.5,12.0,0.0,referral
49618887282998852,Organic Search,1.0,3.0,1,Safari,mobile,1.0,iOS,45.0,34.0,0.0,organic
49628940161747998,Direct,0.0,4.0,3,Chrome,mobile,1.0,iOS,1.0,1.0,0.6666666666666666,(none)
49832664882617771,Referral,1.0,3.0,2,Chrome,desktop,0.0,Macintosh,14.5,13.0,0.0,referral
51204193313789401,Direct,0.0,14.0,1,Chrome,desktop,0.0,Macintosh,31.0,23.0,0.0,(none)
51257374560700342,Referral,0.0,17.0,8,Chrome,desktop,0.0,Linux,3.5,3.5,0.0,referral
51312971389642254,Referral,0.0,20.0,1,Chrome,desktop,0.0,Macintosh,24.0,21.0,0.0,referral
51516119104547275,Organic Search,0.0,22.0,1,Chrome,desktop,0.0,Chrome OS,16.0,14.0,0.0,organic
52757360225662149,Organic Search,0.0,20.0,3,Chrome,desktop,0.0,Windows,6.0,6.0,0.3333333333333333,organic
52868681653220057,Direct,0.0,12.0,1,Safari,mobile,1.0,iOS,46.0,42.0,0.0,(none)
52947395050573230,Organic Search,0.0,14.5,6,Chrome,desktop,0.0,Macintosh,10.0,10.0,0.0,organic
53010816158486672,Referral,0.0,16.0,3,Chrome,desktop,0.0,Macintosh,9.0,5.0,0.3333333333333333,referral
53077699040878872,Organic Search,0.0,13.0,1,Internet Explorer,desktop,0.0,Windows,13.0,11.0,0.0,organic
53534274976399191,Referral,0.0,19.0,2,Chrome,desktop,0.0,Linux,30.0,23.5,0.0,referral
53544367470918772,Display,0.0,19.0,4,Chrome,desktop,0.0,Macintosh,9.5,8.5,0.0,cpm
53866968780969645,Organic Search,0.0,18.0,1,Chrome,desktop,0.0,Windows,39.0,30.0,0.0,organic
54279989591037024,Referral,0.3333333333333333,19.0,3,Chrome,desktop,0.0,Macintosh,11.0,11.0,0.3333333333333333,referral
54330779667294142,Direct,0.0,11.0,2,Chrome,desktop,0.0,Windows,14.5,11.5,0.5,(none)
54391506396728030,Referral,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,10.0,9.0,0.0,referral
54635571205456448,Organic Search,1.0,22.0,1,Chrome,desktop,0.0,Macintosh,45.0,36.0,0.0,organic
54873055567921661,Direct,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,16.0,11.0,0.3333333333333333,(none)
55230885834366137,Organic Search,1.0,23.0,1,Chrome,desktop,0.0,Macintosh,49.0,35.0,0.0,organic
55571790399340202,Organic Search,0.0,14.5,4,Chrome,desktop,0.0,Windows,40.5,29.0,0.0,organic
55817731640677436,Organic Search,0.0,17.0,1,Chrome,desktop,0.0,Windows,63.0,52.0,0.0,organic
56623046680377668,Organic Search,0.5,22.5,2,Chrome,desktop,0.0,Windows,8.5,8.0,0.0,organic
56746998029721050,Organic Search,0.0,20.0,7,Chrome,desktop,0.0,Macintosh,3.0,2.0,0.42857142857142855,organic
57074893306125434,Referral,0.0,21.5,2,Chrome,desktop,0.0,Macintosh,23.5,18.5,0.0,referral
57216119262557235,Referral,0.0,15.0,2,Chrome,desktop,0.0,Macintosh,28.5,23.5,0.0,referral
57601461431341521,Direct,0.0,18.0,6,Chrome,desktop,0.0,Macintosh,6.5,5.5,0.0,(none)
57601503302114470,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,60.0,46.0,0.0,referral
57693500927581077,Referral,0.75,18.0,4,Chrome,desktop,0.0,Macintosh,55.5,39.5,0.25,referral
57826677844639343,Organic Search,0.3333333333333333,15.0,3,Chrome,desktop,0.0,Macintosh,13.0,10.0,0.3333333333333333,organic
58062449645143625,Referral,0.0,20.5,2,Chrome,desktop,0.0,Windows,19.5,15.0,0.0,referral
59545191328861629,Organic Search,0.0,12.5,4,Chrome,desktop,0.0,Windows,10.0,10.0,0.25,organic
60208176042336566,Direct,0.0,3.0,2,Edge,desktop,0.0,Windows,18.0,17.0,0.5,(none)
60402135554655326,Direct,0.375,15.5,8,Chrome,desktop,0.0,Chrome OS,22.5,19.0,0.375,(none)
60552898118020687,Referral,0.3333333333333333,18.0,6,Chrome,desktop,0.0,Windows,4.5,4.0,0.0,referral
60637300837021971,Organic Search,0.0,11.0,1,Chrome,mobile,1.0,Android,31.0,29.0,0.0,organic
60707564057653567,Organic Search,0.0,23.0,1,Chrome,desktop,0.0,Windows,25.0,18.0,0.0,organic
60709694942461401,Referral,0.6666666666666666,16.0,3,Chrome,desktop,0.0,Macintosh,4.0,4.0,0.3333333333333333,referral
60802643524541285,Organic Search,0.5,4.0,4,Safari,mobile,1.0,iOS,3.0,2.0,0.5,organic
60873674881142784,Referral,0.0,20.5,6,Chrome,desktop,0.0,Macintosh,4.5,4.5,0.3333333333333333,referral
61519776091452595,Organic Search,0.3333333333333333,14.0,3,Chrome,desktop,0.0,Windows,30.0,24.0,0.0,organic
61548717459564263,Referral,0.6666666666666666,20.0,3,Chrome,desktop,0.0,Chrome OS,4.0,4.0,0.0,referral
61892085087294527,Organic Search,0.5,16.5,6,Chrome,desktop,0.0,Macintosh,5.5,4.0,0.3333333333333333,organic
62301548425288744,Direct,0.0,15.0,3,Chrome,desktop,0.0,Windows,61.0,46.0,0.0,(none)
62337808774510362,Display,0.0,18.0,7,Safari,desktop,0.0,Macintosh,7.0,6.0,0.14285714285714285,cpm
62398744583501057,Referral,0.0,14.0,1,Chrome,desktop,0.0,Windows,83.0,57.0,0.0,referral
62722204677243801,Referral,0.0,3.0,3,Chrome,desktop,0.0,Macintosh,12.0,9.0,0.0,referral
63411837669447330,Social,0.0,19.0,1,Chrome,desktop,0.0,Chrome OS,23.0,17.0,0.0,referral
63706256894298571,Referral,0.5,18.5,2,Chrome,desktop,0.0,Linux,27.0,12.0,0.0,referral
63736161805998675,Organic Search,0.0,4.0,5,Chrome,desktop,0.0,Windows,5.0,5.0,0.0,organic
64739735733627926,Organic Search,0.3333333333333333,17.5,6,Safari,desktop,0.0,Macintosh,2.5,2.0,0.5,organic
65245131914018329,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,43.0,34.0,0.0,referral
66547844041573580,Display,0.15384615384615385,11.0,13,Chrome,desktop,0.0,Windows,2.0,2.0,0.3076923076923077,cpm
67046950690742012,Paid Search,0.0,15.0,3,Chrome,desktop,0.0,Macintosh,19.0,19.0,0.0,cpc
67144867645757015,Organic Search,0.0,1.0,1,Safari,mobile,1.0,iOS,59.0,50.0,0.0,organic
67427211374180015,Organic Search,0.0,3.5,2,Chrome,desktop,0.0,Macintosh,27.0,20.0,0.0,organic
67475292701707948,Referral,0.0,10.5,4,Chrome,desktop,0.0,Macintosh,13.5,11.0,0.0,referral
67516997967648879,Referral,0.0,16.5,4,Chrome,desktop,0.0,Macintosh,30.0,22.0,0.0,referral
67566216922331849,Referral,0.0,19.5,2,Chrome,desktop,0.0,Macintosh,9.0,7.5,0.0,referral
67586620214837441,Paid Search,0.0,19.5,2,Firefox,desktop,0.0,Macintosh,16.0,14.5,0.0,cpc
68301324269312205,Organic Search,0.0,21.0,3,Chrome,desktop,0.0,Linux,3.0,3.0,0.0,organic
68337214858488115,Referral,0.0,16.0,3,Chrome,desktop,0.0,Macintosh,29.0,25.0,0.3333333333333333,referral
68437640696494161,Organic Search,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,15.0,15.0,0.3333333333333333,organic
68546456225736307,Paid Search,0.75,18.5,4,Chrome,desktop,0.0,Macintosh,15.5,12.0,0.0,cpc
68590151265795437,Direct,0.0,20.0,3,Chrome,desktop,0.0,Macintosh,10.0,10.0,0.0,(none)
68932429089394729,Organic Search,0.0,18.0,3,Chrome,desktop,0.0,Macintosh,27.0,18.0,0.0,organic
69147671341681060,Referral,0.0,7.5,2,Chrome,desktop,0.0,Macintosh,24.5,18.0,0.5,referral
69563023975860043,Organic Search,0.0,11.0,4,Chrome,desktop,0.0,Macintosh,8.5,7.5,0.0,organic
69780920436052632,Direct,0.0,18.0,7,Chrome,desktop,0.0,Macintosh,6.0,4.0,0.2857142857142857,(none)
69932627935135372,Referral,0.0,16.5,2,Chrome,desktop,0.0,Macintosh,20.5,15.0,0.5,referral
69975515256019300,Referral,0.0,20.0,2,Chrome,desktop,0.0,Macintosh,39.5,27.0,0.0,referral
70622933908011467,Referral,0.0,21.0,2,Chrome,desktop,0.0,Macintosh,14.0,12.0,0.0,referral
70749496194697211,Referral,0.0,16.0,2,Chrome,desktop,0.0,Macintosh,14.5,12.5,0.0,referral
70893140406305841,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,76.0,33.0,0.0,referral
70976956518566605,Referral,0.0,18.0,5,Chrome,desktop,0.0,Chrome OS,5.0,5.0,0.2,referral
71298010648822329,Direct,0.09090909090909091,16.0,11,Chrome,desktop,0.0,Windows,16.0,12.0,0.09090909090909091,(none)
71731629789524187,Organic Search,0.0,21.0,1,Safari,desktop,0.0,Macintosh,25.0,18.0,0.0,organic
71915269577377513,Organic Search,0.0,16.0,3,Chrome,desktop,0.0,Macintosh,26.0,19.0,0.0,organic
72256802357894342,Referral,0.0,10.0,2,Chrome,desktop,0.0,Chrome OS,9.0,9.0,0.0,referral
72595322994470645,Referral,0.0,19.5,6,Chrome,desktop,0.0,Macintosh,10.5,8.5,0.16666666666666666,referral
72816889761746008,Organic Search,0.0,4.0,2,Chrome,tablet,1.0,iOS,48.0,20.0,0.5,organic
72871379479619546,Organic Search,0.0,16.0,5,Chrome,desktop,0.0,Chrome OS,4.0,4.0,0.2,organic
72871522029318255,Direct,0.0,6.0,3,Chrome,desktop,0.0,Macintosh,12.0,12.0,0.0,(none)
72965257504694282,Referral,0.0,15.0,5,Chrome,desktop,0.0,Linux,1.0,1.0,0.6,referral
74075706296764845,Display,0.0,17.0,4,Chrome,desktop,0.0,Macintosh,13.0,9.5,0.0,cpm
74650632244292633,Organic Search,0.0,17.0,4,Chrome,desktop,0.0,Macintosh,10.5,8.0,0.0,organic
74766195217803929,Organic Search,0.0,14.0,1,Chrome,desktop,0.0,Macintosh,66.0,45.0,0.0,organic
75015293465008373,Paid Search,0.0,2.0,1,Chrome,desktop,0.0,Chrome OS,24.0,22.0,0.0,cpc
75154193118539969,Organic Search,0.0,15.0,1,Chrome,desktop,0.0,Macintosh,23.0,19.0,0.0,organic
75338234785752253,Display,0.0,14.0,1,Chrome,desktop,0.0,Macintosh,44.0,36.0,0.0,cpm
75449012662152580,Referral,0.0,19.0,5,Chrome,desktop,0.0,Linux,4.0,2.0,0.2,referral
76255265047374256,Referral,0.0,21.0,1,Chrome,desktop,0.0,Macintosh,23.0,20.0,0.0,referral
76529729049367813,Referral,0.0,2.0,7,Chrome,desktop,0.0,Windows,2.0,2.0,0.2857142857142857,referral
